year,unique_id,response_id,interview_start,interview_end,source,postcode,NRM verified,NRM code,age,gender,describe_reef1,describe_reef2,describe_reef3,visited_reef,visit_freq,rec_jetskiown_7cat,rec_jetskihired_7cat,rec_boatingown_7cat,rec_boatinghire_7cat,rec_fishingoffshore_cat,rec_fishingonshore_7cat,rec_nonmotorown_7cat,rec_nonmotorhire_7cat,rec_inwater_7cat,rec_islandvisit_7cat,rec_beachvisit_7cat,rec_wildlife_7cat,rec_research_7cat,rec_cultural_7cat,rec_community_7cat,GBR_rec,GBR_phys,GBR_unwind,GBR_social,GBR_nature,GBR_recreation,GBR_wellbeing,actions_helpGBR,actions_helpGBR_open,GBRbp_advocacyfish,GBRbp_rubbish,GBRbp_app,GBRbp_report,values_biodiversity,values_exist,values_bequest,values_icon,values_recognition,values_provision,values_science,values_indigenous,values_heritage,values_spiritual,values_economy,values_social,values_recreation,values_nature,threat1,threat2,threat3,threat_cots,threat_fishing,threat_runoff,threat_rubbish,threat_cc,threat_tourism,threat_devt,threat_ports,threat_mining,threat_popn,threat_mgmt,threat_weather,threat_heatwaves,threat_bleaching,cc_belief,inter_zoning,inter_fishclosures,inter_culling,inter_coralrestore,inter_citizen,inter_coastrestore,inter_islandrestore,inter_illfish,inter_coraladapt,inter_water,inter_rubbish,inter_indig,inter_rec,inter_carbon,inter_fishing,desc_norm,shared_resp,moral_oblig,pers_diff,procedural_knowl,general_motivation,support_rules,society_oblig,injunc_norm,steward_identity,steward_respect,dm_understanding,dm_procfair,dm_distfair,dm_equity,trust_dm,sat_mgmt,benefit_mgmt,pride_mgmt,resp_dcceew,resp_aims,resp_detsi,resp_gbrmpa,resp_council,resp_dpi,resp_dk,priority_fish,priority_lowimpact,priority_TO,priority_supply,priority_jobs,priority_recfishing,attach_love,attach_meaning,attach_GBR,attach_depend,place_identity,pride,GBRh_change,hope,sad,aesthetics,GBRh_overall,trust_reefscience,reef_fatigue,GBR_income,GBR_business,impact_desire,impact_finance,impact_lifestyle,impact_wellbeing,impact_grief,trust_ausgov,trust_reeftrust,trust_qldgov,trust_rwqp,trust_council,trust_family,trust_colleagues,trust_gbrmpa,trust_science,trust_ausngo,trust_paper,trust_tv,trust_citizen,trust_socials,qld_years,atsi,educ,emp_status,sector,ag_commodity1,ag_commodity2,ag_commodity3,ag_commodity4,ag_commodity5,ag_commodity_other,ag_commodity_open,ag_participation,ag_program1,ag_program2,ag_program3,ag_program4,ag_program5,ag_program_other,ag_program_dk,ag_program_open,ag_noprogram,dist_beach,endcomment,intdur,Distance to Coast (km)
5,251046,1291,2025-12-02T13:22:00Z,2025-12-02T13:36:00Z,1,4811,Burdekin,3,66,1,Colour of the Coral,The Islands,The Reef Fish,1,3,1,1,3,1,3,1,1,1,3,3,3,2,1,1,2,9,7,7,6,9,8,8,1,Clean up of Rubbish,2,5,1,1,10,9,10,9,10,10,9,9,9,8,10,9,10,9,Run Off  From the Mainland,Crown of Thorns,Over Fishing,5,5,5,5,5,3,4,3,3,3,3,4,5,5,1,9,9,10,10,10,10,9,10,10,10,9,7,9,8,9,8,10,7,5,7,8,9,9,7,9,9,6,8,8,7,9,7,9,8,NA,3,2,1,NA,NA,0,1,2,NA,3,NA,NA,9,9,6,8,7,10,2,8,2,9,6,9,7,1,NA,5,2,6,5,9,10,9,10,10,6,8,7,9,10,8,7,8,8,6,66,1,5,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,14.5167,16.25
5,251047,1292,2025-12-02T13:26:00Z,2025-12-02T13:56:00Z,1,4670,Burnett Mary,6,69,1,World wonder,Warm and relaxing,Colour and fish,1,5,1,1,1,1,1,1,1,1,2,1,5,5,1,1,1,7,6,8,8,8,7,6,4,NA,1,5,1,1,8,8,6,9,9,7,8,7,8,7,7,7,8,8,River polution,Coral bleaching cycle,Public misuse of GBR,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,6,8,7,6,7,7,7,7,7,7,8,8,6,7,7,8,8,7,4,6,6,8,8,8,5,7,7,8,7,7,8,8,6,7,NA,3,2,1,NA,NA,0,NA,1,NA,3,NA,2,7,7,7,7,5,9,3,8,6,8,7,7,7,1,NA,6,4,4,5,7,6,6,6,7,7,6,5,9,8,7,6,6,7,1,40,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,30.15,9.6
5,251048,1293,2025-12-02T13:27:00Z,2025-12-02T13:35:00Z,1,4816,Burdekin,3,33,1,dying,bleaching,diverse,1,2,1,1,2,1,2,2,1,1,1,3,3,2,1,2,3,5,4,6,6,4,5,6,2,removing plastic from the water,3,4,2,3,4,5,7,6,5,6,6,6,7,6,6,6,6,5,bleaching,warming waters,fertilisers,3,4,4,3,3,3,4,3,4,3,3,5,3,3,3,7,7,5,6,6,6,6,5,5,4,7,6,7,6,4,4,5,7,6,6,6,7,5,7,6,6,7,4,6,6,8,5,5,7,NA,2,1,NA,NA,3,0,3,NA,1,2,NA,NA,4,6,5,5,7,6,2,6,5,4,4,7,8,3,3,4,5,7,6,5,8,7,6,5,6,4,5,5,6,5,5,6,3,6,33,1,4,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,8.0833,22.73
5,251049,1294,2025-12-02T13:36:00Z,2025-12-02T13:52:00Z,1,4655,Burnett Mary,6,40,2,Coral,Fish,Beauty,1,3,1,1,1,1,1,1,1,1,1,2,2,4,1,1,1,8,8,8,7,10,6,8,4,NA,5,5,1,1,10,10,8,10,10,10,9,9,10,9,9,10,10,10,Pollution,Overfishing,Climate change,5,4,4,5,4,2,5,5,4,4,1,3,5,5,2,10,9,10,10,9,10,10,8,9,10,10,6,9,9,9,10,9,9,5,9,9,9,10,8,7,5,6,9,8,8,9,9,6,7,2,NA,3,1,NA,NA,0,2,1,NA,NA,NA,3,9,9,7,8,8,10,1,8,9,10,6,9,5,1,NA,5,3,4,8,10,7,6,8,6,6,7,4,8,10,6,3,4,2,1,40,1,5,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,None,15.85,3.16
5,251050,1295,2025-12-02T13:40:00Z,2025-12-02T13:52:00Z,1,4562,Burnett Mary,6,42,2,Beautiful,Wild,Endangered,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,9,7,10,9,6,5,"Donate funding, support causes protecting the GBR",5,5,9,9,10,10,9,10,10,7,10,10,7,9,10,8,7,10,Fishing,Global Warming,Pollution,4,5,5,4,5,3,4,4,4,3,3,3,5,5,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,6,7,2,7,10,6,10,6,6,6,99,99,99,99,99,99,5,6,3,NA,1,2,NA,NA,0,1,2,NA,NA,3,NA,5,8,3,5,3,10,4,7,7,7,6,5,2,1,NA,6,2,2,5,9,7,8,8,8,99,5,99,9,9,8,6,7,9,3,8,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,11.5333,14.62
5,251051,1296,2025-12-02T13:49:00Z,2025-12-02T14:02:00Z,1,4806,Burdekin,3,53,1,Iconic,Beautifull,Serene,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,9,5,10,8,7,1,Donated to AMCS - Particullarly Shark research and conservation,1,5,1,1,10,10,9,9,10,9,10,10,10,9,9,6,10,10,Runoff from land - Possibly farm chemicals and sediment,Rising water temperature - Coral Bleaching,Shipping - Risk of Catastrophic spills/pollution,4,5,5,4,5,2,4,5,3,2,9,3,5,5,1,10,10,8,10,9,10,8,10,10,10,10,9,10,10,10,8,10,10,2,7,9,10,10,99,9,99,6,9,99,9,10,8,8,9,NA,NA,3,2,NA,1,0,2,1,NA,NA,NA,3,9,9,7,5,8,10,1,8,5,10,8,10,1,1,NA,5,2,2,7,10,9,9,9,9,99,9,99,10,10,10,99,99,9,1,33,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12.25,21.35
5,251052,1298,2025-12-02T14:02:00Z,2025-12-02T14:23:00Z,1,4870,Wet Tropics,2,81,1,Colour,Fish,Tourism,1,5,1,1,3,3,2,2,2,2,3,2,6,6,1,1,2,6,7,6,7,7,7,8,1,Sponsorship of a reef research boat,3,5,2,1,9,7,5,10,10,7,9,5,7,6,10,8,8,9,Plastic,Cyclones,Untrue statements,3,3,2,2,2,2,2,2,1,1,2,4,3,2,3,9,8,9,7,3,7,6,6,8,6,10,3,7,5,8,6,10,9,7,9,8,8,10,8,7,6,7,6,6,6,6,7,6,7,NA,NA,NA,1,3,2,0,1,2,NA,3,NA,NA,8,8,8,7,7,7,3,8,8,9,8,6,10,2,4,5,5,6,7,5,6,6,6,7,5,6,6,7,6,5,4,5,7,3,36,1,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,20.45,4.3
5,251053,1300,2025-12-02T14:05:00Z,2025-12-02T14:28:00Z,1,4855,Wet Tropics,2,23,2,Clear water,Coral,Beautiful marine life,1,2,1,1,2,2,2,1,1,1,2,2,2,2,1,1,1,8,9,10,9,9,10,8,5,"Only accessing a few times, no littering or leaving any waste.",5,5,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Pollution,Irresponsible fishing,Littering,5,5,5,5,4,3,5,4,5,4,3,5,4,5,1,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,5,10,10,10,8,10,8,8,10,10,9,9,10,10,10,NA,2,1,3,NA,NA,0,NA,1,2,NA,NA,3,10,10,10,10,8,10,1,10,8,10,7,10,8,1,NA,8,1,9,6,10,9,8,9,9,9,7,2,9,9,8,4,2,9,4,23,1,3,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,23.4833,11.17
5,251054,1302,2025-12-02T14:18:00Z,2025-12-02T14:32:00Z,1,4816,Burdekin,3,31,1,Fishing,Bleaching,Conservation,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,7,10,9,8,10,9,9,5,"Nothing in particular, but I recycle and pick up rubbish if and when I see any",2,5,1,1,10,10,8,10,10,10,10,7,8,7,10,10,10,10,Coral bleaching,Degradation of natural environment,Rising sea temperatures,5,3,4,4,5,3,4,4,3,3,3,4,5,5,1,8,8,9,9,7,9,8,7,8,9,8,1,7,9,10,8,10,8,4,8,8,9,8,8,6,99,6,7,6,6,8,7,5,7,NA,2,3,1,NA,NA,0,1,2,NA,3,NA,NA,9,9,7,7,5,8,2,7,7,10,6,7,6,1,NA,3,1,7,3,9,7,7,7,7,5,5,5,7,7,6,5,5,6,5,11,1,6,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,13.6167,22.73
5,251055,1303,2025-12-02T14:19:00Z,2025-12-02T14:31:00Z,1,4715,Fitzroy,5,63,2,Natural wonder,Stunning,Fish,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,5,3,6,3,6,4,NA,1,5,1,1,10,10,7,10,10,3,10,8,5,10,10,8,10,10,Too much Boating,Overfishing,Pollution,4,5,5,5,4,3,3,5,3,4,3,4,3,4,1,10,8,10,8,10,9,10,10,8,8,10,9,10,9,10,10,8,8,7,9,10,8,9,7,8,7,4,7,8,6,8,7,6,7,NA,NA,2,1,NA,3,0,NA,3,1,NA,NA,2,5,6,4,3,3,9,2,6,3,7,6,8,3,1,NA,1,1,1,3,4,6,9,9,8,8,5,2,9,9,7,5,8,8,2,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,11.9667,94.35
5,251056,1304,2025-12-02T14:22:00Z,2025-12-02T14:36:00Z,1,4680,Fitzroy,5,26,2,Nature,Ocean,Fishing,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Don't throw plastics in the ocean,NA,NA,NA,NA,7,5,7,7,7,7,7,7,7,7,7,7,7,7,Open waters,Island,Beaches,4,4,2,4,3,3,4,4,4,4,3,4,4,3,1,8,8,8,8,8,7,7,8,8,7,8,7,7,8,8,7,8,7,5,8,8,8,8,7,8,8,7,8,8,8,8,8,8,8,3,NA,2,1,NA,NA,0,1,2,NA,3,NA,NA,7,8,7,6,7,8,3,8,5,8,8,8,5,1,NA,4,5,5,5,5,9,8,8,9,8,7,7,9,9,8,7,8,9,8,1,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No more thank you,14.1167,5.43
5,251058,1307,2025-12-02T14:34:00Z,2025-12-02T14:52:00Z,1,4700,Fitzroy,5,68,1,Unique and unbelievable beautiful!,"Incredible, amazing and a swonderful place tro visit!",A beautiful place to visit and enjoy!,1,5,1,1,2,2,1,1,1,1,1,4,1,4,2,1,2,9,9,9,8,9,9,9,3,I conducted day tours to the Great Barrier Reef every 2 weeks for a period of 8 months.,4,5,1,5,9,9,9,8,10,7,9,9,9,7,9,9,8,8,Over use by tour groups,Over use by recreational fishermen,"Too often, boatrs travel fast along the Barrier reef and should be controlled.",2,3,2,3,1,1,2,3,3,3,4,3,2,2,6,7,9,4,4,8,9,4,9,6,6,9,5,8,3,8,9,8,10,3,10,9,9,9,8,9,8,9,9,9,10,9,9,2,9,NA,NA,3,1,2,NA,0,1,3,NA,NA,NA,2,8,9,8,9,9,9,3,9,4,10,9,9,9,1,NA,5,3,8,7,9,4,9,6,8,8,8,8,9,8,8,7,7,8,5,25,1,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,nil.,18.2667,32.1
5,251059,1309,2025-12-02T15:10:00Z,2025-12-02T15:18:00Z,1,4655,Burnett Mary,6,33,2,Coral,Clear water,Snorkelling,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,8,6,8,4,2,4,NA,9,5,9,9,10,9,7,9,10,5,8,8,6,5,5,7,10,10,Pollution,Natural disasters,Humans,9,4,5,5,4,4,5,4,3,4,9,4,4,4,3,9,6,99,9,9,7,8,9,7,10,10,4,9,10,4,99,99,9,99,4,9,9,9,99,9,99,6,8,8,8,6,7,8,8,3,NA,2,1,NA,NA,0,1,2,NA,3,NA,NA,6,6,5,6,2,10,1,9,9,10,6,8,2,1,NA,5,1,4,3,6,8,7,8,9,8,6,8,10,9,9,6,9,8,7,33,1,5,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,8.85,3.16
5,251060,1310,2025-12-02T15:11:00Z,2025-12-02T15:34:00Z,1,4655,Burnett Mary,6,63,2,Coral,Blue water,Marine life,1,2,1,1,2,2,1,2,2,1,1,1,2,2,1,1,1,9,10,10,5,8,7,6,4,NA,1,5,1,1,9,10,7,10,10,10,6,6,7,5,10,9,10,10,Polution,Sharks,Bleaching,3,3,4,4,2,3,4,3,3,4,3,4,3,3,3,5,6,6,6,7,7,7,6,7,8,8,1,4,1,5,6,6,4,5,5,5,4,6,5,6,1,2,2,2,5,1,99,4,3,NA,NA,NA,NA,NA,NA,1,1,2,NA,3,NA,NA,10,9,10,9,5,9,2,10,1,10,9,3,2,1,NA,2,1,3,1,7,1,2,1,2,2,5,1,2,2,1,1,1,2,5,3,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,22.8167,3.16
5,251061,1313,2025-12-02T15:21:00Z,2025-12-02T16:27:00Z,1,4873,Wet Tropics,2,51,2,Coral,Fish,Beautiful,1,2,1,1,2,1,1,2,1,1,3,1,3,4,1,1,1,8,7,8,7,8,7,7,4,NA,5,5,1,2,8,9,7,9,7,8,8,7,7,7,7,7,7,7,Over Fishing,Chemicals leaked into water ways,Humans,5,4,5,3,4,3,3,2,3,3,2,2,3,4,1,7,9,9,8,7,7,6,8,7,8,8,7,8,8,8,7,9,8,2,99,8,99,8,6,5,99,5,6,6,6,6,6,4,7,NA,2,3,1,NA,NA,0,NA,2,NA,3,NA,1,8,7,6,6,5,7,2,7,6,8,7,7,5,1,NA,6,5,6,5,4,5,6,4,7,4,6,6,7,7,5,5,5,6,6,30,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,66.4667,6.14
5,251062,1314,2025-12-02T15:45:00Z,2025-12-02T16:03:00Z,1,4715,Fitzroy,5,23,2,Fish,Stunning,Coral bleaching,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,7,6,5,5,6,6,6,4,5,4,5,6,6,8,Global warming-coral bleaching,People,Pollution,5,3,4,4,5,3,2,3,2,2,3,5,5,5,2,8,7,8,9,7,6,5,7,8,5,8,6,7,8,3,2,4,5,7,7,3,5,5,3,3,7,3,5,5,7,7,5,2,5,3,1,2,NA,NA,NA,0,1,2,NA,NA,NA,3,5,3,2,1,1,5,1,6,3,5,5,6,5,1,NA,6,2,3,2,4,7,7,7,6,5,6,5,7,7,6,3,4,7,4,23,1,3,1,1,1,0,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,18.0667,94.35
5,251063,1315,2025-12-02T16:08:00Z,2025-12-02T16:15:00Z,1,4814,Burdekin,3,30,2,Coral,Fish,Ocean,1,2,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,7,8,7,8,7,6,8,2,Recycling,4,4,1,1,8,8,8,8,8,7,8,8,8,8,8,8,8,8,Coral Bleaching,Climate Change,Unlawful fishing,4,5,5,5,4,3,5,4,4,4,5,4,4,4,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,7,3,7,3,5,7,7,7,7,7,4,8,4,6,7,4,5,9,NA,2,NA,3,1,NA,0,NA,NA,NA,2,1,3,8,8,8,8,8,8,1,5,3,8,3,3,6,1,NA,6,5,5,5,8,7,8,7,7,8,6,6,8,8,8,6,7,7,6,27,1,4,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7.1167,7.79
5,251064,1316,2025-12-02T16:12:00Z,2025-12-02T16:23:00Z,1,4680,Fitzroy,5,20,2,Fish,Ocean,Nice,1,7,1,1,2,2,2,2,3,3,7,3,7,7,1,1,1,9,9,9,9,9,9,9,4,NA,2,4,1,2,8,9,9,8,8,8,8,8,9,9,9,8,8,9,Coral bleahcing,Extinction,Fishing,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,9,9,9,9,9,9,9,9,9,9,9,9,9,8,10,10,9,9,9,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,NA,2,NA,1,NA,3,0,NA,NA,3,1,NA,2,9,9,9,9,9,9,1,6,5,5,6,6,5,1,NA,2,2,2,2,7,9,8,8,9,9,9,9,8,8,8,8,99,7,9,9,1,2,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10.35,5.43
5,251065,1318,2025-12-02T16:57:00Z,2025-12-02T18:20:00Z,1,4860,Wet Tropics,2,25,2,Natural,Clear,Earth,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,7,8,8,8,8,8,8,1,Reduce litter,4,5,3,3,10,8,7,8,10,5,10,10,10,8,10,8,9,10,Litter,Overfishing,Polution,4,5,5,5,3,3,5,5,5,2,2,2,4,5,3,8,8,7,8,8,10,99,9,99,7,9,10,9,9,8,6,9,8,5,8,9,9,10,9,8,6,8,8,8,8,8,8,7,7,3,1,2,NA,NA,NA,0,NA,1,NA,3,NA,2,8,9,8,8,9,10,1,8,9,10,4,8,4,2,1,4,8,8,8,8,7,7,7,7,9,6,8,9,9,6,9,7,8,7,25,2,3,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,82.8667,9.11
5,251067,1321,2025-12-02T17:48:00Z,2025-12-02T18:03:00Z,1,4870,Wet Tropics,2,62,2,Swimming,Snorkelling,Picturesque,1,3,1,1,2,1,1,1,1,1,2,2,3,2,1,1,1,9,8,9,7,9,7,9,4,NA,1,5,1,1,10,9,9,10,10,9,9,9,9,9,8,7,9,10,Coral bleaching,Fishermen throwing waste products into water,People disrespecting beach area and littering,5,5,5,5,4,3,4,3,5,4,2,4,4,5,1,8,9,10,9,9,10,10,10,8,8,10,7,8,6,9,6,10,9,3,8,7,6,9,7,8,5,6,6,5,5,6,5,7,6,2,3,NA,1,NA,NA,0,1,NA,NA,NA,2,3,10,10,10,10,8,10,2,9,4,10,8,7,7,1,NA,8,8,9,8,9,6,8,8,7,8,7,7,10,8,9,7,7,8,5,17,1,4,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,15.05,4.3
5,251068,1322,2025-12-02T18:02:00Z,2025-12-02T18:18:00Z,1,4670,Burnett Mary,6,19,2,clear water,coral,sea life,1,2,1,1,2,2,1,1,2,1,2,2,2,2,1,1,1,7,8,9,7,7,6,6,4,NA,4,4,1,4,7,10,8,10,7,9,7,9,8,7,10,8,8,6,tourists,fishing,recreational uses,4,4,5,4,5,5,4,5,5,2,4,5,3,5,1,7,8,7,10,10,9,7,8,8,8,7,9,8,8,10,4,99,6,5,2,9,7,7,3,4,3,3,5,7,3,5,3,6,2,NA,NA,2,1,NA,3,0,1,2,NA,NA,NA,3,8,5,6,10,4,8,2,6,10,5,5,4,10,1,NA,3,2,2,3,10,2,3,2,4,2,9,2,4,5,5,1,2,6,8,19,1,2,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,15.3333,9.6
5,251069,1323,2025-12-02T18:05:00Z,2025-12-02T18:11:00Z,1,4560,Burnett Mary,6,25,2,Beautiful,Water,Holiday,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Donate,NA,NA,NA,NA,9,6,8,8,6,7,6,6,7,9,5,8,7,7,Position,Litter,Rubbish,5,5,5,5,5,4,4,5,3,4,3,3,4,4,3,8,5,7,7,9,99,7,7,8,9,7,8,7,9,7,6,8,5,8,7,6,8,4,4,7,6,7,5,6,7,5,99,7,5,1,NA,NA,3,2,NA,0,2,NA,NA,NA,3,1,8,5,8,8,6,9,2,7,7,9,6,8,6,2,3,6,7,8,7,6,7,6,7,8,6,99,4,6,5,6,7,3,5,7,2,1,2,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5.9833,16.31
5,251070,1324,2025-12-02T21:21:00Z,2025-12-02T21:44:00Z,1,4870,Wet Tropics,2,51,2,Magical,Beautiful,Oasis,1,3,1,1,1,3,1,4,1,4,4,1,5,2,3,4,4,10,10,10,10,10,10,10,3,Avoid touching the coral,2,2,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Climate change,Poor water quality,Crown of thorn starfish,5,4,5,5,5,5,5,4,5,5,9,5,4,5,1,10,99,10,10,10,10,10,10,10,10,10,10,10,9,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,1,NA,3,NA,NA,0,NA,3,2,NA,1,NA,10,10,10,10,10,10,3,10,10,10,10,9,8,3,3,6,7,6,10,10,10,10,99,10,10,10,10,10,10,10,9,10,10,10,20,4,3,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,22.6667,4.3
5,251071,1325,2025-12-02T22:52:00Z,2025-12-02T23:08:00Z,1,4814,Burdekin,3,66,1,Coral,Australia,tourists,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,4,4,5,4,4,4,4,NA,1,4,9,1,7,6,4,6,7,7,5,4,6,3,6,4,5,5,pollution,tourism,land runoff,4,3,4,4,9,3,3,3,9,3,9,3,9,4,3,5,4,5,5,5,5,5,5,4,5,6,3,5,4,5,99,99,99,99,99,99,99,99,3,4,99,99,99,99,99,99,99,99,99,3,NA,2,1,NA,NA,0,1,2,NA,3,NA,NA,3,3,3,3,3,4,4,5,4,5,5,4,6,1,NA,2,3,2,3,2,3,4,4,4,4,3,4,5,5,2,2,2,3,2,10,1,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,15.9,7.79
5,251072,1326,2025-12-02T23:27:00Z,2025-12-03T00:00:00Z,1,4800,Mackay Whitsunday,4,72,2,Beautiful,Complex,Diverse,1,6,1,1,1,1,1,1,1,1,1,1,6,7,1,1,1,7,9,10,9,10,8,8,2,"I don't use pesticides and minimize my use of chemicals generally. I pick up any rubbish I see. I used to monitor seagrass as part of ""Seagrass Watch"" and am still very interested in the health of seagrass meadows.",5,5,1,3,10,10,10,7,10,8,10,10,9,8,10,7,8,10,Agricultural run-off pollution,Too many tourists/cruise boats,Sea temperature increase,4,3,4,4,5,4,5,4,3,4,3,4,5,5,1,10,10,9,9,10,10,10,10,8,10,10,9,10,10,9,5,10,10,1,8,10,10,10,4,10,7,9,99,9,99,8,9,8,9,NA,2,3,1,NA,NA,0,1,2,3,NA,NA,NA,8,10,8,7,6,10,1,8,5,10,7,7,3,1,NA,3,1,7,8,10,5,7,6,99,4,6,99,8,8,99,3,3,7,4,42,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,32.6,16.55
5,251073,1328,2025-12-03T05:20:00Z,2025-12-03T05:38:00Z,1,4740,Mackay Whitsunday,4,65,2,beauty,sustainable,amazing wildlife,1,4,1,1,4,1,4,1,2,1,2,3,6,6,1,1,2,7,7,7,7,8,8,7,2,"clean up rubbish from beaches every time i go there, clean up waste when out fishing",5,5,1,1,10,10,8,10,10,10,10,8,8,8,10,8,9,10,climate change,"shipping (large container, oil carriers)",coral bleaching,4,4,3,4,5,3,3,4,3,4,2,4,4,4,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,6,9,9,9,9,9,9,9,8,8,7,8,8,9,9,8,NA,NA,2,1,3,NA,0,1,2,NA,NA,NA,3,9,9,7,7,7,9,1,9,9,10,7,9,9,1,NA,3,5,5,5,8,9,9,9,8,8,4,4,10,9,9,4,4,8,3,35,1,5,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,18,3.25
